wordCutOff = 0
featCutOff = 0
charCutOff = 0
initRange = 0.01
maxIter = 1000
batchSize = 1
adaEps = 1e-06
adaAlpha = 0.01
regParameter = 1e-08
dropProb = 0
linearHiddenSize = 30
hiddenSize = 200
rnnHiddenSize = 300
wordEmbSize = 50
wordcontext = 2
wordEmbFineTune = 1
charEmbSize = 50
charcontext = 2
charEmbFineTune = 1
charhiddenSize = 50
verboseIter = 100
saveItermediate = 1
train = 0
maxInstance = -1
outBest = 
relu = 0
seg = 0
atomLayers = 1
rnnLayers = 1

instance num: 16091

instance num: 803
Creating Alphabet...
100 200 300 400 500 600 700 800 900 1000 1100 1200 1300 1400 1500 1600 1700 1800 1900 2000 2100 2200 2300 2400 2500 2600 2700 2800 2900 3000 3100 3200 3300 3400 3500 3600 3700 3800 3900 4000 
4100 4200 4300 4400 4500 4600 4700 4800 4900 5000 5100 5200 5300 5400 5500 5600 5700 5800 5900 6000 6100 6200 6300 6400 6500 6600 6700 6800 6900 7000 7100 7200 7300 7400 7500 7600 7700 7800 7900 8000 
8100 8200 8300 8400 8500 8600 8700 8800 8900 9000 9100 9200 9300 9400 9500 9600 9700 9800 9900 10000 10100 10200 10300 10400 10500 10600 10700 10800 10900 11000 11100 11200 11300 11400 11500 11600 11700 11800 11900 12000 
12100 12200 12300 12400 12500 12600 12700 12800 12900 13000 13100 13200 13300 13400 13500 13600 13700 13800 13900 14000 14100 14200 14300 14400 14500 14600 14700 14800 14900 15000 15100 15200 15300 15400 15500 15600 15700 15800 15900 16000 
16091 
Label num: 32
Total word num: 34336
Total char num: 4085
Total feature num: 905734
Remain feature num: 905734
Remain words num: 34338
Remain char num: 4087
100 200 300 400 500 600 700 800 900 1000 1100 1200 1300 1400 1500 1600 1700 1800 1900 2000 2100 2200 2300 2400 2500 2600 2700 2800 2900 3000 3100 3200 3300 3400 3500 3600 3700 3800 3900 4000 
4100 4200 4300 4400 4500 4600 4700 4800 4900 5000 5100 5200 5300 5400 5500 5600 5700 5800 5900 6000 6100 6200 6300 6400 6500 6600 6700 6800 6900 7000 7100 7200 7300 7400 7500 7600 7700 7800 7900 8000 
8100 8200 8300 8400 8500 8600 8700 8800 8900 9000 9100 9200 9300 9400 9500 9600 9700 9800 9900 10000 10100 10200 10300 10400 10500 10600 10700 10800 10900 11000 11100 11200 11300 11400 11500 11600 11700 11800 11900 12000 
12100 12200 12300 12400 12500 12600 12700 12800 12900 13000 13100 13200 13300 13400 13500 13600 13700 13800 13900 14000 14100 14200 14300 14400 14500 14600 14700 14800 14900 15000 15100 15200 15300 15400 15500 15600 15700 15800 15900 16000 
16091 
100 200 300 400 500 600 700 800 803 
0 
##### Iteration 0
current: 100, total block: 16091
Cost = 13, Tag Correct(%) = 0.407649
current: 4000, total block: 16091
Cost = 0, Tag Correct(%) = 0.412027
current: 4100, total block: 16091
Cost = 2, Tag Correct(%) = 0.416875
current: 4200, total block: 16091
Cost = 17, Tag Correct(%) = 0.421654
current: 4300, total block: 16091
Cost = 2, Tag Correct(%) = 0.427044
current: 4400, total block: 16091
Cost = 11, Tag Correct(%) = 0.43164
current: 4500, total block: 16091
Cost = 2, Tag Correct(%) = 0.436624
current: 4600, total block: 16091
Cost = 1, Tag Correct(%) = 0.440011
current: 4700, total block: 16091
Cost = 21, Tag Correct(%) = 0.444341
current: 4800, total block: 16091
Cost = 10, Tag Correct(%) = 0.448286
current: 4900, total block: 16091
Cost = 14, Tag Correct(%) = 0.452719
current: 5000, total block: 16091
Cost = 8, Tag Correct(%) = 0.456455
current: 5100, total block: 16091
Cost = 6, Tag Correct(%) = 0.460517
current: 5200, total block: 16091
Cost = 13, Tag Correct(%) = 0.46412
current: 5300, total block: 16091
Cost = 2, Tag Correct(%) = 0.467266
current: 5400, total block: 16091
Cost = 1, Tag Correct(%) = 0.470779
current: 5500, total block: 16091
Cost = 23, Tag Correct(%) = 0.474516
current: 5600, total block: 16091
Cost = 9, Tag Correct(%) = 0.477371
current: 5700, total block: 16091
Cost = 27, Tag Correct(%) = 0.480164
current: 5800, total block: 16091
Cost = 6, Tag Correct(%) = 0.48338
current: 5900, total block: 16091
Cost = 3, Tag Correct(%) = 0.486727
current: 6000, total block: 16091
Cost = 29, Tag Correct(%) = 0.490353
current: 6100, total block: 16091
Cost = 34, Tag Correct(%) = 0.493615
current: 6200, total block: 16091
Cost = 6, Tag Correct(%) = 0.496755
current: 6300, total block: 16091
Cost = 8, Tag Correct(%) = 0.499463
current: 6400, total block: 16091
Cost = 8, Tag Correct(%) = 0.502242
current: 6500, total block: 16091
Cost = 7, Tag Correct(%) = 0.504867
current: 6600, total block: 16091
Cost = 8, Tag Correct(%) = 0.507409
current: 6700, total block: 16091
Cost = 11, Tag Correct(%) = 0.510167
current: 6800, total block: 16091
Cost = 20, Tag Correct(%) = 0.512888
current: 6900, total block: 16091
Cost = 15, Tag Correct(%) = 0.514994
current: 7000, total block: 16091
Cost = 3, Tag Correct(%) = 0.51742
current: 7100, total block: 16091
Cost = 4, Tag Correct(%) = 0.519398
current: 7200, total block: 16091
Cost = 17, Tag Correct(%) = 0.521647
current: 7300, total block: 16091
Cost = 4, Tag Correct(%) = 0.524222
current: 7400, total block: 16091
Cost = 3, Tag Correct(%) = 0.526242
current: 7500, total block: 16091
Cost = 3, Tag Correct(%) = 0.528291
current: 7600, total block: 16091
Cost = 9, Tag Correct(%) = 0.53027
current: 7700, total block: 16091
Cost = 0, Tag Correct(%) = 0.532198
current: 7800, total block: 16091
Cost = 12, Tag Correct(%) = 0.53432
current: 7900, total block: 16091
Cost = 16, Tag Correct(%) = 0.536407
current: 8000, total block: 16091
Cost = 10, Tag Correct(%) = 0.538342
current: 8100, total block: 16091
Cost = 1, Tag Correct(%) = 0.540204
current: 8200, total block: 16091
Cost = 60, Tag Correct(%) = 0.542
current: 8300, total block: 16091
Cost = 4, Tag Correct(%) = 0.543884
current: 8400, total block: 16091
Cost = 13, Tag Correct(%) = 0.545916
current: 8500, total block: 16091
Cost = 3, Tag Correct(%) = 0.547814
current: 8600, total block: 16091
Cost = 16, Tag Correct(%) = 0.549707
current: 8700, total block: 16091
Cost = 24, Tag Correct(%) = 0.551548
current: 8800, total block: 16091
Cost = 0, Tag Correct(%) = 0.553523
current: 8900, total block: 16091
Cost = 8, Tag Correct(%) = 0.555233
current: 9000, total block: 16091
Cost = 7, Tag Correct(%) = 0.556993
current: 9100, total block: 16091
Cost = 1, Tag Correct(%) = 0.5587
current: 9200, total block: 16091
Cost = 10, Tag Correct(%) = 0.560422
current: 9300, total block: 16091
Cost = 11, Tag Correct(%) = 0.562112
current: 9400, total block: 16091
Cost = 4, Tag Correct(%) = 0.563807
current: 9500, total block: 16091
Cost = 0, Tag Correct(%) = 0.565627
current: 9600, total block: 16091
Cost = 0, Tag Correct(%) = 0.567413
current: 9700, total block: 16091
Cost = 2, Tag Correct(%) = 0.569067
current: 9800, total block: 16091
Cost = 21, Tag Correct(%) = 0.570517
current: 9900, total block: 16091
Cost = 7, Tag Correct(%) = 0.572302
current: 10000, total block: 16091
Cost = 4, Tag Correct(%) = 0.573912
current: 10100, total block: 16091
Cost = 2, Tag Correct(%) = 0.575521
current: 10200, total block: 16091
Cost = 13, Tag Correct(%) = 0.57709
current: 10300, total block: 16091
Cost = 10, Tag Correct(%) = 0.578547
current: 10400, total block: 16091
Cost = 9, Tag Correct(%) = 0.580308
current: 10500, total block: 16091
Cost = 2, Tag Correct(%) = 0.581899
current: 10600, total block: 16091
Cost = 6, Tag Correct(%) = 0.583111
current: 10700, total block: 16091
Cost = 3, Tag Correct(%) = 0.584527
current: 10800, total block: 16091
Cost = 11, Tag Correct(%) = 0.58604
current: 10900, total block: 16091
Cost = 5, Tag Correct(%) = 0.587266
current: 11000, total block: 16091
Cost = 6, Tag Correct(%) = 0.588512
current: 11100, total block: 16091
Cost = 1, Tag Correct(%) = 0.589608
current: 11200, total block: 16091
Cost = 22, Tag Correct(%) = 0.590947
current: 11300, total block: 16091
Cost = 3, Tag Correct(%) = 0.592442
current: 11400, total block: 16091
Cost = 8, Tag Correct(%) = 0.593724
current: 11500, total block: 16091
Cost = 13, Tag Correct(%) = 0.594951
current: 11600, total block: 16091
Cost = 3, Tag Correct(%) = 0.596204
current: 11700, total block: 16091
Cost = 10, Tag Correct(%) = 0.597458
current: 11800, total block: 16091
Cost = 3, Tag Correct(%) = 0.598753
current: 11900, total block: 16091
Cost = 0, Tag Correct(%) = 0.599912
current: 12000, total block: 16091
Cost = 11, Tag Correct(%) = 0.60101
current: 12100, total block: 16091
Cost = 4, Tag Correct(%) = 0.602104
current: 12200, total block: 16091
Cost = 14, Tag Correct(%) = 0.60315
current: 12300, total block: 16091
Cost = 4, Tag Correct(%) = 0.604276
current: 12400, total block: 16091
Cost = 2, Tag Correct(%) = 0.605118
current: 12500, total block: 16091
Cost = 12, Tag Correct(%) = 0.606312
current: 12600, total block: 16091
Cost = 8, Tag Correct(%) = 0.607288
current: 12700, total block: 16091
Cost = 6, Tag Correct(%) = 0.608248
current: 12800, total block: 16091
Cost = 3, Tag Correct(%) = 0.609339
current: 12900, total block: 16091
Cost = 0, Tag Correct(%) = 0.610291
current: 13000, total block: 16091
Cost = 1, Tag Correct(%) = 0.611264
current: 13100, total block: 16091
Cost = 10, Tag Correct(%) = 0.612371
current: 13200, total block: 16091
Cost = 6, Tag Correct(%) = 0.613397
current: 13300, total block: 16091
Cost = 21, Tag Correct(%) = 0.614378
current: 13400, total block: 16091
Cost = 4, Tag Correct(%) = 0.615374
current: 13500, total block: 16091
Cost = 23, Tag Correct(%) = 0.616564
current: 13600, total block: 16091
Cost = 9, Tag Correct(%) = 0.617506
current: 13700, total block: 16091
Cost = 3, Tag Correct(%) = 0.618477
current: 13800, total block: 16091
Cost = 16, Tag Correct(%) = 0.619202
current: 13900, total block: 16091
Cost = 5, Tag Correct(%) = 0.620212
current: 14000, total block: 16091
Cost = 10, Tag Correct(%) = 0.621117
current: 14100, total block: 16091
Cost = 4, Tag Correct(%) = 0.622066
current: 14200, total block: 16091
Cost = 3, Tag Correct(%) = 0.622946
current: 14300, total block: 16091
Cost = 2, Tag Correct(%) = 0.623931
current: 14400, total block: 16091
Cost = 4, Tag Correct(%) = 0.624788
current: 14500, total block: 16091
Cost = 0, Tag Correct(%) = 0.625402
current: 14600, total block: 16091
Cost = 9, Tag Correct(%) = 0.626266
current: 14700, total block: 16091
Cost = 0, Tag Correct(%) = 0.626901
current: 14800, total block: 16091
Cost = 3, Tag Correct(%) = 0.627841
current: 14900, total block: 16091
Cost = 1, Tag Correct(%) = 0.628749
current: 15000, total block: 16091
Cost = 4, Tag Correct(%) = 0.629498
current: 15100, total block: 16091
Cost = 7, Tag Correct(%) = 0.630291
current: 15200, total block: 16091
Cost = 3, Tag Correct(%) = 0.63109
current: 15300, total block: 16091
Cost = 1, Tag Correct(%) = 0.631705
current: 15400, total block: 16091
Cost = 3, Tag Correct(%) = 0.63259
current: 15500, total block: 16091
Cost = 11, Tag Correct(%) = 0.633466
current: 15600, total block: 16091
Cost = 9, Tag Correct(%) = 0.634275
current: 15700, total block: 16091
Cost = 1, Tag Correct(%) = 0.635127
current: 15800, total block: 16091
Cost = 5, Tag Correct(%) = 0.635776
current: 15900, total block: 16091
Cost = 13, Tag Correct(%) = 0.636642
current: 16000, total block: 16091
Cost = 1, Tag Correct(%) = 0.637328
Accuracy:	P=18337/20454=0.896499
Exceeds best previous performance of 0. Saving model file..
##### Iteration 1
current: 9, total block: 16091
Cost = 0, Tag Correct(%) = 0.808824
current: 109, total block: 16091
Cost = 0, Tag Correct(%) = 0.800468
current: 209, total block: 16091
Cost = 0, Tag Correct(%) = 0.79843
current: 309, total block: 16091
Cost = 16, Tag Correct(%) = 0.799241
current: 409, total block: 16091
Cost = 6, Tag Correct(%) = 0.8
current: 509, total block: 16091
Cost = 1, Tag Correct(%) = 0.800852
current: 609, total block: 16091
Cost = 14, Tag Correct(%) = 0.797985
current: 709, total block: 16091
Cost = 8, Tag Correct(%) = 0.797201
current: 809, total block: 16091
Cost = 6, Tag Correct(%) = 0.799157
current: 909, total block: 16091
Cost = 5, Tag Correct(%) = 0.799607
current: 1009, total block: 16091
Cost = 5, Tag Correct(%) = 0.799704
current: 1109, total block: 16091
Cost = 7, Tag Correct(%) = 0.79907
current: 1209, total block: 16091
Cost = 5, Tag Correct(%) = 0.800836
current: 1309, total block: 16091
Cost = 1, Tag Correct(%) = 0.801266
current: 1409, total block: 16091
Cost = 11, Tag Correct(%) = 0.802046
current: 1509, total block: 16091
Cost = 3, Tag Correct(%) = 0.801927
current: 1609, total block: 16091
Cost = 9, Tag Correct(%) = 0.802547
current: 1709, total block: 16091
Cost = 1, Tag Correct(%) = 0.802878
current: 1809, total block: 16091
Cost = 11, Tag Correct(%) = 0.803071
current: 1909, total block: 16091
Cost = 4, Tag Correct(%) = 0.803574
current: 2009, total block: 16091
Cost = 0, Tag Correct(%) = 0.804419
current: 2109, total block: 16091
Cost = 3, Tag Correct(%) = 0.804957
current: 2209, total block: 16091
Cost = 8, Tag Correct(%) = 0.805702
current: 2309, total block: 16091
Cost = 9, Tag Correct(%) = 0.805478
current: 2409, total block: 16091
Cost = 0, Tag Correct(%) = 0.805699
current: 2509, total block: 16091
Cost = 4, Tag Correct(%) = 0.805855
current: 2609, total block: 16091
Cost = 5, Tag Correct(%) = 0.806542
current: 2709, total block: 16091
Cost = 8, Tag Correct(%) = 0.806679
current: 2809, total block: 16091
Cost = 3, Tag Correct(%) = 0.807665
current: 2909, total block: 16091
Cost = 0, Tag Correct(%) = 0.808044
current: 3009, total block: 16091
Cost = 4, Tag Correct(%) = 0.808077
current: 3109, total block: 16091
Cost = 0, Tag Correct(%) = 0.808757
current: 3209, total block: 16091
Cost = 1, Tag Correct(%) = 0.808813
current: 3309, total block: 16091
Cost = 2, Tag Correct(%) = 0.80902
current: 3409, total block: 16091
Cost = 13, Tag Correct(%) = 0.809767
current: 3509, total block: 16091
Cost = 2, Tag Correct(%) = 0.810189
current: 3609, total block: 16091
Cost = 2, Tag Correct(%) = 0.810351
current: 3709, total block: 16091
Cost = 0, Tag Correct(%) = 0.810214
current: 3809, total block: 16091
Cost = 5, Tag Correct(%) = 0.809695
current: 3909, total block: 16091
Cost = 0, Tag Correct(%) = 0.809606
current: 4009, total block: 16091
Cost = 6, Tag Correct(%) = 0.809929
current: 4109, total block: 16091
Cost = 3, Tag Correct(%) = 0.809994
current: 4209, total block: 16091
Cost = 2, Tag Correct(%) = 0.810516
current: 4309, total block: 16091
Cost = 18, Tag Correct(%) = 0.810185
current: 4409, total block: 16091
Cost = 4, Tag Correct(%) = 0.810083
current: 4509, total block: 16091
Cost = 1, Tag Correct(%) = 0.810305
current: 4609, total block: 16091
Cost = 0, Tag Correct(%) = 0.810572
current: 4709, total block: 16091
Cost = 0, Tag Correct(%) = 0.811146
current: 4809, total block: 16091
Cost = 0, Tag Correct(%) = 0.811366
current: 4909, total block: 16091
Cost = 4, Tag Correct(%) = 0.811744
current: 5009, total block: 16091
Cost = 6, Tag Correct(%) = 0.812233
current: 5109, total block: 16091
Cost = 5, Tag Correct(%) = 0.812253
current: 5209, total block: 16091
Cost = 3, Tag Correct(%) = 0.812606
current: 5309, total block: 16091
Cost = 6, Tag Correct(%) = 0.812712
current: 5409, total block: 16091
Cost = 1, Tag Correct(%) = 0.812923
current: 5509, total block: 16091
Cost = 7, Tag Correct(%) = 0.812805
current: 5609, total block: 16091
Cost = 8, Tag Correct(%) = 0.812886
current: 5709, total block: 16091
Cost = 8, Tag Correct(%) = 0.813116
current: 5809, total block: 16091
Cost = 14, Tag Correct(%) = 0.81329
current: 5909, total block: 16091
Cost = 5, Tag Correct(%) = 0.813493
current: 6009, total block: 16091
Cost = 0, Tag Correct(%) = 0.813701
current: 6109, total block: 16091
Cost = 3, Tag Correct(%) = 0.813796
current: 6209, total block: 16091
Cost = 11, Tag Correct(%) = 0.814024
current: 6309, total block: 16091
Cost = 2, Tag Correct(%) = 0.814096
current: 6409, total block: 16091
Cost = 1, Tag Correct(%) = 0.814347
current: 6509, total block: 16091
Cost = 2, Tag Correct(%) = 0.814369
current: 6609, total block: 16091
Cost = 4, Tag Correct(%) = 0.814237
current: 6709, total block: 16091
Cost = 2, Tag Correct(%) = 0.814335
current: 6809, total block: 16091
Cost = 3, Tag Correct(%) = 0.81436
current: 6909, total block: 16091
Cost = 6, Tag Correct(%) = 0.814576
current: 7009, total block: 16091
Cost = 4, Tag Correct(%) = 0.814543
current: 7109, total block: 16091
Cost = 6, Tag Correct(%) = 0.814645
current: 7209, total block: 16091
Cost = 9, Tag Correct(%) = 0.814421
current: 7309, total block: 16091
Cost = 2, Tag Correct(%) = 0.814515
current: 7409, total block: 16091
Cost = 4, Tag Correct(%) = 0.814664
current: 7509, total block: 16091
Cost = 1, Tag Correct(%) = 0.814817
current: 7609, total block: 16091
Cost = 0, Tag Correct(%) = 0.815023
current: 7709, total block: 16091
Cost = 7, Tag Correct(%) = 0.815244
current: 7809, total block: 16091
Cost = 11, Tag Correct(%) = 0.815177
current: 7909, total block: 16091
Cost = 2, Tag Correct(%) = 0.815413
current: 8009, total block: 16091
Cost = 9, Tag Correct(%) = 0.81544
current: 8109, total block: 16091
Cost = 10, Tag Correct(%) = 0.815801
current: 8209, total block: 16091
Cost = 0, Tag Correct(%) = 0.815952
current: 8309, total block: 16091
Cost = 0, Tag Correct(%) = 0.816244
current: 8409, total block: 16091
Cost = 5, Tag Correct(%) = 0.816353
current: 8509, total block: 16091
Cost = 1, Tag Correct(%) = 0.816519
current: 8609, total block: 16091
Cost = 5, Tag Correct(%) = 0.816854
current: 8709, total block: 16091
Cost = 3, Tag Correct(%) = 0.817056
current: 8809, total block: 16091
Cost = 1, Tag Correct(%) = 0.817089
current: 8909, total block: 16091
Cost = 1, Tag Correct(%) = 0.817408
current: 9009, total block: 16091
Cost = 2, Tag Correct(%) = 0.817637
current: 9109, total block: 16091
Cost = 8, Tag Correct(%) = 0.817774
current: 9209, total block: 16091
Cost = 3, Tag Correct(%) = 0.817932
current: 9309, total block: 16091
Cost = 1, Tag Correct(%) = 0.818009
current: 9409, total block: 16091
Cost = 2, Tag Correct(%) = 0.818277
current: 9509, total block: 16091
Cost = 0, Tag Correct(%) = 0.818442
current: 9609, total block: 16091
Cost = 3, Tag Correct(%) = 0.818655
current: 9709, total block: 16091
Cost = 5, Tag Correct(%) = 0.818544
current: 9809, total block: 16091
Cost = 11, Tag Correct(%) = 0.818564
current: 9909, total block: 16091
Cost = 6, Tag Correct(%) = 0.818819
current: 10009, total block: 16091
Cost = 8, Tag Correct(%) = 0.818922
current: 10109, total block: 16091
Cost = 3, Tag Correct(%) = 0.819095
current: 10209, total block: 16091
Cost = 15, Tag Correct(%) = 0.819179
current: 10309, total block: 16091
Cost = 5, Tag Correct(%) = 0.819319
current: 10409, total block: 16091
Cost = 8, Tag Correct(%) = 0.819324
current: 10509, total block: 16091
Cost = 5, Tag Correct(%) = 0.819393
current: 10609, total block: 16091
Cost = 2, Tag Correct(%) = 0.81969
current: 10709, total block: 16091
Cost = 2, Tag Correct(%) = 0.819819
current: 10809, total block: 16091
Cost = 7, Tag Correct(%) = 0.81989
current: 10909, total block: 16091
Cost = 10, Tag Correct(%) = 0.819994
current: 11009, total block: 16091
Cost = 4, Tag Correct(%) = 0.82003
current: 11109, total block: 16091
Cost = 0, Tag Correct(%) = 0.820256
current: 11209, total block: 16091
Cost = 7, Tag Correct(%) = 0.820423
current: 11309, total block: 16091
Cost = 5, Tag Correct(%) = 0.820452
current: 11409, total block: 16091
Cost = 0, Tag Correct(%) = 0.820604
current: 11509, total block: 16091
Cost = 0, Tag Correct(%) = 0.82084
current: 11609, total block: 16091
Cost = 0, Tag Correct(%) = 0.82091
current: 11709, total block: 16091
Cost = 10, Tag Correct(%) = 0.821055
current: 11809, total block: 16091
Cost = 6, Tag Correct(%) = 0.821181
current: 11909, total block: 16091
Cost = 9, Tag Correct(%) = 0.821366
current: 12009, total block: 16091
Cost = 0, Tag Correct(%) = 0.821585
current: 12109, total block: 16091
Cost = 1, Tag Correct(%) = 0.82174
current: 12209, total block: 16091
Cost = 2, Tag Correct(%) = 0.821901
current: 12309, total block: 16091
Cost = 6, Tag Correct(%) = 0.822053
current: 12409, total block: 16091
Cost = 6, Tag Correct(%) = 0.82212
current: 12509, total block: 16091
Cost = 3, Tag Correct(%) = 0.822066
current: 12609, total block: 16091
Cost = 6, Tag Correct(%) = 0.822025
current: 12709, total block: 16091
Cost = 0, Tag Correct(%) = 0.822247
current: 12809, total block: 16091
Cost = 2, Tag Correct(%) = 0.822395
current: 12909, total block: 16091
Cost = 5, Tag Correct(%) = 0.822519
current: 13009, total block: 16091
Cost = 6, Tag Correct(%) = 0.822579
current: 13109, total block: 16091
Cost = 2, Tag Correct(%) = 0.822732
current: 13209, total block: 16091
Cost = 1, Tag Correct(%) = 0.822831
current: 13309, total block: 16091
Cost = 3, Tag Correct(%) = 0.822948
current: 13409, total block: 16091
Cost = 7, Tag Correct(%) = 0.823
current: 13509, total block: 16091
Cost = 0, Tag Correct(%) = 0.822991
current: 13609, total block: 16091
Cost = 2, Tag Correct(%) = 0.823115
current: 13709, total block: 16091
Cost = 2, Tag Correct(%) = 0.823209
current: 13809, total block: 16091
Cost = 18, Tag Correct(%) = 0.823382
current: 13909, total block: 16091
Cost = 7, Tag Correct(%) = 0.823532
current: 14009, total block: 16091
Cost = 0, Tag Correct(%) = 0.823589
current: 14109, total block: 16091
Cost = 2, Tag Correct(%) = 0.82373
current: 14209, total block: 16091
Cost = 2, Tag Correct(%) = 0.823891
current: 14309, total block: 16091
Cost = 3, Tag Correct(%) = 0.823962
current: 14409, total block: 16091
Cost = 7, Tag Correct(%) = 0.823952
current: 14509, total block: 16091
Cost = 2, Tag Correct(%) = 0.824139
current: 14609, total block: 16091
Cost = 0, Tag Correct(%) = 0.824117
current: 14709, total block: 16091
Cost = 1, Tag Correct(%) = 0.824199
current: 14809, total block: 16091
Cost = 3, Tag Correct(%) = 0.824414
current: 14909, total block: 16091
Cost = 0, Tag Correct(%) = 0.824546
current: 15009, total block: 16091
Cost = 5, Tag Correct(%) = 0.824587
current: 15109, total block: 16091
Cost = 2, Tag Correct(%) = 0.824607
current: 15209, total block: 16091
